Sentence_id,sentence
3355,"فخ أو فخه : مكان من المعدن لاصطياد الطيور و العصافير"
3356,"مقليعة : مقلاع شريطه من القاش يوضع فيها الحجر"
3357,"زتها : ادفعها أو اقذفها"
3358,"نقيفة : سلاح بدائي الصنع للقتال و الصيد"
3359,"منخل : شبك معدني ناعم"
3360,"شميمتو : اسمنت"
3361,"زعق : مالح جدا"
3362,"خرطوش ، فشك ، طلق : دخيرة صيد"
3363,"كلب سلوقي : كلب صيد"
3364,"ذيخ : ذكر السلوقي"
3365,"ذارية : أنثى السلوقي"
3366,"ترك : تركتور جرار زراعي"
3367,"مطرطر : معطل قديم الصنع"
3368,"مرطرط : هدل"
3369,"رخوه ، سايحة : ذوبان أو ارتخاء"
3370,"ممطوط أو ام مطمط : طويل"
3371,"مطعوج : مائل"
3372,"مرثع : عدم الاهتمام في اللباس"
3373,"مبرقع مزهور : متعدد الألوان"
3374,"اماعيين : ملابس"
3375,"مهيصجي ، مهيصة : عدم الاهتمام في العمل وتأخيره"
3376,"بقصدر أو قصدره : المشي في الهواء الطلق"
3377,"فحجه : خطوة كبيرة"
3378,"ردون أو ردن : أكمام القميص"
3379,"فروه ، بقدليه : لباس فضفاض مصنوع من فراء الخاروف يلبس في فصل الشتاء"
3380,"فجه ، جنابيه : بساط أو فرشة صغيرة رقيقه قديمة توضع جنب مدفئة الحطب"
3381,"عوينات ، كزالك : نظاره"
3382,"سكربينه : حذاء على الموظة"
3383,"كشه ، غرة : الشعر المنحدر على الجبهة"
3384,"حادره ، نزلهة : طريق منحدر من مرتفع"
3385,"جيت أودع مالي قلب ما تتكفكف دمعاتي"
3386,"جيت أودع مالي قلب شلون أودع خيّاتي"
3387,"ما لوم القلب ما لوم يلي بفرقتكم مالوم"
3388,"والليلة ضيفة يا هلي هاتو حنو دياتي"
3389,"هاتو الحنة و حنوني بالمحبة رشوني"
3390,"يا ميمة يا حنونة عندك خبي غريضاتي"
3391,"جيت أودع مالي قلب ما تكفكف دمعاتي"
3392,"و بخاطر كل الجيرة ربوني واني صغيرة و جيرتهم أحلى جيرة و هاتي يا عيني هاتي"
3393,"هاذي بلاادي موطن رجاال حوران"
3394,"ذرعات باسمها وصيتها يرفع الراس"
3395,"و رجالها صلفين في يوم الأكوان و يعذو الرحيل رفعة الشاان"
3396,"نمشي على النيات و قلوبنا بيض"
3397,"و ربي على حسن النوايا رزقنا"
3398,"ما نخلف النية ولا نحمل الغيض ولا نخضع إلا لله اللي خلقنا"
3399,"حوران الغالية أم الحجار السود ’’’’’ و يا ترابك الحنون شبيه الحنة"
3400,"ما خلق مثلك بلد الرب المعبود ’’’’’ يا تاج البلدان يا قطعة من الجنّة"
3401,"أعيذك بكلمات ربي التامة من كل حسود ’’’’’’ يا دوا القلب و دوا كلمن تعنّى"
3402,"قضاضة أبو مازن يا عود النخل متدلي .. يومن تشوفك عيني .. كل الهموم تولي"
3403,"ب الهجيني و بهالجمعة كان للفرح نكهة خاصة"
3404,"كانو يفزعو لبعض بالأفراح و المناسبات"
3405,"على دعج مليحي و على كبكبة كباب"
3406,"الفرح كان من قلب"
3407,"و لما الناس تفرح كانت تفرح من قلب مش مجاملة ولا تمسيح جوخ"
3408,"البخيل متل الكديش بيحمل ذهب و بيوكل حشيش"
3409,"خايف هزك يا غربالي يوقع منك كل عزيز و غالي"
3410,"اللي بيعاتب الرخيص بيرخص"
3411,"اللي بقلبي علساني واللي مش عاجبه ينساني"
3412,"مش كل ورد خلق للشم ولا كل البشر بتنفدى بالدم"
3413,"نامو عندي ليلة فكروا حالهم من العيلة"
3414,"الله يخلينا بعقولنا لوقت نوصل لقبورنا"
3415,"اشكي لربك و نام ولا تشكي لبني آدم و تتهان"
3416,"الدنيا بالضيق بتفرجيك مين ببيعك ومين بيشتريك"
3417,"عقب السلام حبيت أوخذ من عيونك مرحبا"
3418,"سلميلي على البيادر و الزروع ... سلميلي على المصطبة ... سلميلي على كل شي هناك"
3419,"مشتاقلك يا زهوة الفرسان مشتاقلك يا محنّية العرسان"
3420,"هيج كانن يجمعن النسوان حالن و يهجنن بكل مناسبة سواء عزيمة أو عرس"
3421,"من الصبح للعصر واحنا سرينا من الصبح للعصر"
3422,"من طيبات الأصل واحنا خذينا و طيبات الأصل"
3423,"و ليلتين و يوم واحنا مشينا ليلتين و يوم"
3424,"وقت الكباب سكروا الباب ووقت المجدرة نادو للمعثرة"
3425,"ابن آدم نصو خلقة ونصو خرقة و يلي ما بتزينو عروقو ما بتزينو خروقو"
3426,"خدي الفارس ولا تاخدي الدراس"
3427,"قالتلها يا جارة صبيلي من طبيخك ردت عليها بكفوفي ولا بصحونك اللي على رفوفي"
3428,"خليكي عند أهلك عزيزة و شبعي دلال صح كثار الشوارب بس قليلين الرجال"
3429,"بعض البنات قبل ما تركب لأذانها حلق تروح تركب لثمها غلق"
3430,"المرأة مالها غير صحتها لا رجال بيشفع ولا أولاد بتنفع"
3431,"النذل يلي متعود على الهمالة ما بتناسبو بنت الشرف والشهامة"
3432,"أحياناً لما كنا أطفال جميلين مهذبين كان الواحد يروح عدار جدو .. وأغلب الوقت يكونو يصلّو"
3433,"وانت لما تعمل أي صوت أو حركة يعلي صوتو جدك لما يقول الله أكبر وإذا ما صار تجاوب يمطها وتكون المطة و درجة الصوت بحسب الفعل تبعك اذا كان بيهدد الأمن القومي أو لا ، مثل انك تكون مقرب عبريق الشاي او دلة القهوة كتعبير عن امتعاضو و انزعاجو من أي فعل تقوم به"
3434,"فكنت أنت تتجاوب معو و تصمت او ترجع تقعد مكانك وهو بيكون ردعك بدون ما يقطع صلاتو"
3435,"بس إني مرة رحت مع صاحبي كانت باعثيتو أمو عدار جدو يجبلها روبة وكانت جدتو تصلي وفتنا بكل أدب وهدوء وما عملنا أي حركة ولا أي صوت ..."
3436,"بس صارت جدتو تقول الله أكبر بلحن مختلف شوي عن المعتاد .. قلتلو شو بدها جدتك قلي بربيش المي بدو تغيير عشجرة ثانية"
3437,"هبده ... أي ضربه بشيء ثقيل على رأسه ولكن من أعلى"
3438,"بتلبدله .... أي بتخمع أو لاطيله مشان يطلعله عبو غفلة"
3439,"مزوزك ... أي مطقمش وحلو أي مهندز"
3440,"احدر .... أي طيّح أو نزل"
3441,"اتمرقطوه ... أي اتعربشوه و لحقوه و تستخدم في الغالب لمن يتمرقطه كلب"
3442,"اجدي ... أي اقعد على ركبك نص قعدة"
3443,"الخايس ... بمعنى الشيسمو و الهاظ"
3444,"اعزق ... أي ارمي"
3445,"سولافه ... أي قصة قصيرة قد تمتد طوال الليل"
3446,"تعليله ... تعني دبكة و عرس آخر يومين وأحيانا سهرة عند الرفاق"
3447,"الجيعة ... بئر صغيرة الحجم تشرب منه كل الحارة"
3448,"حاووز ... خزان ماء"
3449,"كلاجية ... أي خشة من الزينكو"
3450,"خشة .... بناء صغيرة متعدد الأغراض"
3451,"خم ... بناء صغير يستخدم لتربية الجاج البلدي"
3452,"سطل ... تستخدم كناية عن الوعاء وخصوصا التنكة التي يربى بيها الحمام"
3453,"جخه ... أي ممتاز و مليح ومنها أنواع على لوز وعلى فستق حلبي"
3454,"لكع .... أي شخص خدر و لبد و متكاسل"
3455,"خام .... تقال للشخص السيء"
3456,"اندحر .... بمعنى زيح أو دور هيك"
3457,"مزيون .... بمعنى لايق ومليح جماليا"
3458,"لايق .... متناسق و كويس و ابن ناس"
3459,"سحرة ... أرض مزروعة بالمزروعات الصيفية دون ري"
3460,"حوش ... مساحة من الأرض حويلي الدار"
3461,"حمامية ... صحن مقعر كبير بمعنى زبدية وكان يستخدم للسمن"
3462,"كوارة ... جزء مهم في البيت يستخدم لخزن الحبوب مثل الصومعه"
3463,"غوله ... وحش خرافي أنثى شعرها منكوش مليان قمل يستخدم في قصص ما قبل النوم هو و حديدان لتنويم الولاد"
3464,"قومانا .... تستخدم للاستهجان و الاستغراب مع التمسخر على شيء لم يكن يحسب حسابه"
3465,"لوما ... بمعنى لولا"
3466,"فغم ... طريقة لأكل البندورة والبطيخ بالقضم بكامل الفم والحبة صامدة"
3467,"نبطه .... أي ضربه أو ملأه إلى الباب مثل لا قوي لا تنبط أي لا تأكل كثيرا"
3468,"اذرب ... فعل الأمر من ضرب"
3469,"حيّد ... أي زيح أو تجنب"
3470,"دبية .... وعاء كبير من الألمنيوم وبالجديد من البلاستيك يعبأ بها الحليب"
3471,"لوح ... تقال للشخص الشقفة وحدة ما بفهم"
3472,"قُطمة ... خبزة بمعنى ريحة و ريحة : تقال للشيء القليل مثل تاولني ريحة ميه"
3472,"قُطمة ... خبزة بمعنى ريحة و ريحة : تقال للشيء القليل مثل ناولني ريحة ميه"
3473,"اصطهج ... أي انبسط"
3474,"طريقة العمليه أو الكروزة ... أي الطريق الرئيسي"
3475,"مرحبا .... تقال بعد صفنة ربع ساعة بصباح اللي قبالك بعدين ترفع إيديك و بتقوله مرحبا"
3476,"مسا الخير .... يعني الدنيا مسا الله يمسيك بالخير و تقال بعد جدال طويل دون نتيجة"
3477,"صلاحية .... و هي الشربة التي تستخدم للماء"
3478,"صفاه .... أي صخرة ميت واحد ما بزحزحوها كقولهم : مثل القرد اللي قاعد على صفاه"
3479,"دبشه ..... حجر أصغر من القلعة يستخدم في الهوشات"
3480,"قلعة ... حجر متوسط الحجم بزحزحها واحد أو اثنين"
3481,"لقن ... أي طشط أو طشت و يستخدم للاستحمام"
3482,"تتن .... دخان عادة ما يكون من نوع هيشه سوبر و تتلي غير معبأ في علب"
3483,"تذرايه ..... أي رمي القمح بالهواء منشان ينفصل الحب عن القش"
3484,"رجادة .... نقل المحصول من الحقل إلى البيدر على الجمال و الحمير"
3485,"اتفطن ... يعني اتذكر"
3486,"ببور .... غاز يعمل على الكاز يعني غاز بس بعين وحدة"
3487,"لهده .... أي اقرفوه و أوجع قلبه و علّه"
3488,"هُبال .... بخار كثيف يخرج من الطبخة"
3489,"نقب ... إزالة أطراف بعض الثمار متل البامية"
3490,"هبرو .... أي لعن سلسفيل أهله قد ما ضربو"
3491,"حاش أو نبو .... تكتيك يستخدم في صيد البليقيات و جرها إلى الفخة"
