Sentence_id,sentence,,,,,,,
3376,"عماد : خلص يا شباب فضحتونا في البرلمان الاردني , انا هيني بحكيلكوا قررت احط حد للي بصير حضروا حالكوا انا بكرا نازل على الجسر بدي اشتري غروس دخان وارجع",,,,,,,
3377,عماد الى الكاميرا الثانية : اكيد رابح بيك على الجسر راح يقولي ميل شوي ندوقك المنسف العجلوني الصح,,,,,,,
3378,"عماد : اتعلموا من البرلمان الفلسطيني , بتدب الابرة بتسمع صوتها , ولا حدا بتطاوش مع الثاني بنسمع بعض وبنحترم بعض",,,,,,,
3379,فيديو : التمويل الاجنبي في المنتدى العربي ! 2 شباط 2013,,,,,,,
3380,يظهر في نهاية الفيديو شخص يلبس نظارات وهو الذي صور القاعة,,,,,,,
3381,"عماد : بتتذكروا الرقصات , اللمضات , المساحات , الاباط",,,,,,,
3382,فيديو : شيكو ابو شكة يا مولعها محمود الحسيني 1 ومحمود الليثي,,,,,,,
3383,ملاحظة : بداية الفيديو رقصة الاباط,,,,,,,
3384,"عماد : رقصة ايدي دبحوني حك , رقصة جديدة",,,,,,,
3385,فيديو : @@Lاط@@ثِدeْ-2013-04-19-23-33-26ـ001ـ001ـ001 ( من عند دقيقة 2 : 52 ),,,,,,,
3386,عماد : رقصة الستيرنج,,,,,,,
3387,فيديو : اراب ايدول غزة خالد فرج دقيقة 0 : 58,,,,,,,
3388,عماد : رقصة الطيارة,,,,,,,
3389,ملاحظة : نفس فيديو رقصة الحكة دقيقة 4 : 49,,,,,,,
3390,عماد : في عنا رقصة فلسطينية جديدة اخترعناها مبنية على عدة حركات اسمها انا انهبلت,,,,,,,
3391,فيديو : ادحك وفرفش مع اغنية وين الراتب فش فش,,,,,,,
3392,عماد : فش بعد عمان هي رقص الرجال ولا بلاش,,,,,,,
3393,فيديو : حفلة مخنثين في عمان @@Lاط@@.مة4,,,,,,,
3394,عماد يلبس باروكة ومتميكيج ومتحومر,,,,,,,
3395,"عماد : يلعن عينك يا حمودة , بكفي هز",,,,,,,
3396,نعود الى الفيديو,,,,,,,
3397,"عماد : ( يخلع الباروكة ) بتتذكروا سامية ملكة الشاشة , ولك يا سامية انزلي ارقصي , مش جاي ع بالي , ولك يا هند صبري يا انجلينا جولي ارقصي , مش جاي ع بالين واخيرا وجدنا وعرفنا مين سامية",,,,,,,
3398,"فيديو : وطن ع وتر الاعراس المقطع الاخير سامية , وفيديو بعنوان : حرمة ترقص رقص مضحك",,,,,,,
3399,عماد : ( امامه مايكريفون ) ستاند اب الرقصات,,,,,,,
3400,البرنامج 5,,,,,,,
3401,"عماد في الاستوديو : مسا الخير ( تظهر صورة رامي الحمد لله على الشاشة ) ننتقل الان الى ملاعب برلين لنقل الالعاب الاولمبية ومسابقة اسرع رئيس وزراء في التاريخ",,,,,,,
3402,يظهر فيديو : اسرع رجل في العالم في سباق 100 م ببرلين,,,,,,,
3403,"الدبلجة : سيداتي سادتي نرحب بكم على الهواء مباشرة ويستعد العدائون بالانطلاق والعيون كلها تتجه الى الفهد الاسود رامي الحمدلله الملقب بالمدفعية لينال لقب اسرع رئيس وزراء يستقيل في التاريخ . رامي الحمدالله برخرخ عضلاتو بحمي , نسال الله الا تخذلنا يا رامي , اللعيبة فصعوا 1 2 3",,,,,,,
3404,"رامي رامي رامي يالله يالله يا مدفعية , رامي سبق الكل , الله الله عليك يا ابو الروم اسرع رئيس وزراء في التاريخ 15 يوم كان مستقيل , لسى الكرسي ما سخنش , ما قدرتش يتحمل , النجم المدفعية .",,,,,,,
3405,"عماد في الاستوديو : هو صح استقال وهلا تسير اعمال بس هي شنبي اذا ما ضل 6 سنين تسير اعمال , هي فياض قعد 20 سنة تسير اعمال .",,,,,,,
3406,"ما ناب الخلايلة الا يطلعوا ويحرقوا البلد عشان بدهم وزير من الخليل , وهيو اعطوكوا الثقافة وحطولكوا وزير انبسطوا . راح على اراب ايدول وغير جو , رجع يحكي لبناني على خليلي , لك تئبر ئلبي . على سيرة اراب ايدول",,,,,,,
3407,"نروح شوي لابو العساسيف محبوب العرب , ابو العساسيف ( تظهر صورة عساف ومنيب المصري ) شباب مش هاذي الصورة . ابو العساسيف نجم العرب ( تظهر صورة اخرى عساف ومنيب المصري ) مالكو شباب بتخربطوا مش هذي الصورة",,,,,,,
3408,"ابو العساسيف فرحت ( تظهر صورة اخرى عساف ومنيب المصري ) يا عمي منشان الله مش هادي الصورة , ابو العساسيف محبوب العرب كل التحية ( تظهر صورة اخرى عساف ومنيب المصري ) ( عماد ينزفز ) مين الراجل اللي ورا عساف ده",,,,,,,
3409,مشهد تمثيلي بين عماد وخالد,,,,,,,
3410,داخل الاستوديو منصة مع مايكريفونات كمؤتمر صحفي,,,,,,,
3411,عساف : اول شغلة انا للامانة وبكل صراحة بشكركوا لحضوركوا وسابقى كما عهدتموني اغني الاغنية الوطنية,,,,,,,
3412,منيب يلقن عساف : الثوابت الوطنية,,,,,,,
3413,"عساف : انا للامانة وبكل صراحة لن اتخلى عن الثوابت الوطنية , وللامانة انا بشكركوا جميعا من القلب للقلب للامانة",,,,,,,
3414,منيب : شعب الجبارين,,,,,,,
3415,عساف : للامانة وبكل صراحة بشكر كل شعب الجبارين انا ابن هالشعب وابن هالبلد وللامانة لن اتخلى عنكم,,,,,,,
3416,منيب : الانقسام,,,,,,,
3417,"عساف : للامانة وبكل صراحة يجب انهاء الانقسام وعودة اللحمة للشعب",,,,,,,
3418,منيب : دحر الاحتلال,,,,,,,
3419,"عساف : للالامانة سابقى اغني حتى دحر الاحتلال واقامة الدولة , وانا يا اخوان للامانة مرهق جدا من السفر",,,,,,,
3420,"منيب : لنا لقاءات اخرى",,,,,,,
3421,"عساف : للامانة انا زهقت الاندروير تاعي منك , خلص يا راجل طنيب على ولاياك يستر على عرضك حل عني , يلعن ابو اليوم اللي صرت فيه ايدول , اذا بدك اللقب خدو , في",,,,,,,
3422,"63 مليون صوت صوتولي وبحبوني يس بشوفش حدا غيرك , انت لازم يعطوك لقب اراب لزقة . انا للامانة بناشد القيادة الفلسطينية في الضفة وغزة وبناشد الرفيق راغب علامة والعصفورة احلام التدخل لفك اللزقة .",,,,,,,
3423,منيب : خلص اهدا هلا عندك حفلة في دبي بنحكي هناك,,,,,,,
3424,عساف : ليش انت كمان جاي معاي على دبي,,,,,,,
3425,منيب : شور,,,,,,,
3426,"عساف يخرج هاتفه : الو شركة المنيوم قصدي بلاتينيوم ? الغي حفلة دبي , انا بطلت اراب ايدول انا صرت مخنوق ايدول",,,,,,,
3427,مشهد 2,,,,,,,
3428,عساف نائم وبجانبه يجلس منيب بعد لحظة يفيق عساف من النوم,,,,,,,
3429,منيب : غنيلي يا طير الطاير,,,,,,,
3430,عساف يشخر,,,,,,,
3431,المشهد الثالث,,,,,,,
3432,"عساف يلبس ملابس امراة ويتنقل في عدة اماكن ,",,,,,,,
3433,شاب يطقس على عساف : شو نوعو هالقمر,,,,,,,
3434,عساف : نايل سات,,,,,,,
3435,الشاب : طب اعطينا التردد,,,,,,,
3436,عساف : تفو عليك ( الى الكاميرا ) الحمد لله ما عرفش اني محمد عساف,,,,,,,
3437,عساف يمشي,,,,,,,
3438,منيب يفاجئ عساف,,,,,,,
3439,منيب : شو ابو العساسيف عرفتك من ورا,,,,,,,
3440,عساف يخرج مسدس : ما هو يا بتطخ حالك يا بطخ حالي احنا الاثنين نضل سوا مستحيل .,,,,,,,
3441,منيب : غنيلي يا ريت في خبيها,,,,,,,
3442,"عساف : يا ريت في اعدمك وما خلي حدا يعرفك , بسقيك دموع عيني بس تحل شةي عني ويا ريت",,,,,,,
3443,نعود الى الاستوديو : فاصل اعلاني وبنرجع,,,,,,,
3444,"عماد : ضهرك بوجعك , رجليك بوجعوك , مش لاقي حل لوجع قفاك , ازهقت من تجريب انواع اللزقات ودهن زيت الزتون",,,,,,,
3445,"احنا اليوم جبنالكو الحل لزقات منيبكو , , افضل ما توصلت له التكنولوجيا توضع على جميع انحاء الجسم , الظهر والقفا والرقبة , مع لزقات منيبكوا مش حتقدر تحرك جسمك .",,,,,,,
3446,"دعاية 2 : سوبر غلو منيبكوا , اقوى انواع الغلو في العالم , نقطة وحدة بتشبك شيارتين في بعد , لو اجت كل الامة العربية مستحيل تفصلهم",,,,,,,
3447,"دعاية 3 : بكلة شعر منيبكو بتحط الصناعات الصينية والتركية في جيبتكوا , اذا مسكت في شعرك لو اتدخل النيتو مستيل يفصلها .",,,,,,,
3448,دعاية 4 : ( صورة ملقط حواجب ) ملقط منيبكو اذا لقطك بتكون امك داعية عليك,,,,,,,
3449,نعود الى الاستوديو,,,,,,,
3450,"عماد : ما حدش يزودها على الزلمة , مواقفوا بتشهدلوا وهي الفيديو",,,,,,,
3451,فيديو : كلمة محمد عساف للجماهير التي استقبلته فور وصوله الى غزة ( مقطع منيب دحر الاحتلال ),,,,,,,
3452,"عماد : ينصر دينك , هي المواقف ولا بلاش , الزلمة واضح دحر الاحتلال يعني دحرو يعني دبح من الاخر فش مجال للمساومة ولا المفاوضات",,,,,,,
3453,فيديو : منيب المصري يستقبل قائد الجيش الاسرئيلي في بيته,,,,,,,
3454,"عماد : الزلمة في شو غلط , فرجاهم على القصارة والبلاط وقلو بطاطا وبيض وروحوا",,,,,,,
3455,"عماد : هو منيب احسن مني معنا على الهواء مباشرة من تل الربيع الرئيس الوزراء الاسرائيلي بنيامين نتنياهو , سيد نتنياهو الله يمسيك بالخير , تفضل سمعنا",,,,,,,
3456,نتنياهو : فيديو : بنيامين نتنياهو يوجه كلمة للمسلمين بمناسبة رمضان,,,,,,,
3457,رمضان كريم وكل عام وانتو بخير,,,,,,,
3458,"عماد : وانت بخير يا خوي يا نتنياهو كلك زوق , شو الكلمة اللي بتحب توجهها للشعب الفلسطيني بمناسبة رمضان",,,,,,,
3459,الدبلجة : احنا محظوظين جدا بوجود السلطة في الضفة وبوجود حماس في غزة للامانة يا عماد,,,,,,,
3460,نظرة من عماد,,,,,,,
3461,"هذي من اروع الاوقات اللي بتمر فيها دولة اسرائيل , علي الحرام احنا مش مصدقين شو اللي بصير , في الضفة الشباب رافعين شعار المقاومة الجميلة وهذي اريح اشي للجيش عنا , وبنطمن الشعب الفلسطيني انو الاستيطان في ازدهار اخو فلاته",,,,,,,
3462,"عماد : وسيد نتنياهو في الضفة الامور واضحة لوز , شو بالنسبة لغزة ?",,,,,,,
3463,"الدبلجة : والله يا عماد الامور في غزة مش لوز الامور ذهب , عمرنا ما حلمنا حماس تعتقل او تصفي اي حدا بطخ او برمي حوالينا صواريخ , علي الحرام ولا في الاحلام كنا نحلم هيك شغلة , كنا زمان بقينا نطلع الطيارة الزنانة هلقيت بطلنا , زنانات حماس شغالة لحالها , اللي بطلع بزنوا . وانا بتوجه بالشكر لمرسي لانو اللي بصير من ثمار ما زرعه في اتفاقية وقف اطلاق النار الاخيرة .",,,,,,,
